INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2022-09-01T07:00:00-00:00,2022-09-01T07:15:00-00:00,2022-09-01,01,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,74.85841,1,1
2022-09-01T08:00:00-00:00,2022-09-01T08:15:00-00:00,2022-09-01,02,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,112.39801,1,1
2022-09-01T09:00:00-00:00,2022-09-01T09:15:00-00:00,2022-09-01,03,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,86.12561,1,1
2022-09-01T10:00:00-00:00,2022-09-01T10:15:00-00:00,2022-09-01,04,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,86.06533,1,1
2022-09-01T11:00:00-00:00,2022-09-01T11:15:00-00:00,2022-09-01,05,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,96.06574,1,1
2022-09-01T12:00:00-00:00,2022-09-01T12:15:00-00:00,2022-09-01,06,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,81.29115,1,1
2022-09-01T13:00:00-00:00,2022-09-01T13:15:00-00:00,2022-09-01,07,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,89.49679,1,1
2022-09-01T14:00:00-00:00,2022-09-01T14:15:00-00:00,2022-09-01,08,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,102.4121,1,1
2022-09-01T15:00:00-00:00,2022-09-01T15:15:00-00:00,2022-09-01,09,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,97.4112,1,1
2022-09-01T16:00:00-00:00,2022-09-01T16:15:00-00:00,2022-09-01,10,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,83.43525,1,1
2022-09-01T17:00:00-00:00,2022-09-01T17:15:00-00:00,2022-09-01,11,PACLUMB_7_N002,PACLUMB_7_N002,PACLUMB_7_N002,RTPD,LMP,LMP_PRC,PACLUMB_7_N002,ALL,1,81.30979,1,1
