INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2022-09-01T07:00:00-00:00,2022-09-01T07:15:00-00:00,2022-09-01,01,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,84.79746,1,1
2022-09-01T08:00:00-00:00,2022-09-01T08:15:00-00:00,2022-09-01,02,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,112.2353,1,1
2022-09-01T09:00:00-00:00,2022-09-01T09:15:00-00:00,2022-09-01,03,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,95.45045,1,1
2022-09-01T10:00:00-00:00,2022-09-01T10:15:00-00:00,2022-09-01,04,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,95.06066,1,1
2022-09-01T11:00:00-00:00,2022-09-01T11:15:00-00:00,2022-09-01,05,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,102.7327,1,1
2022-09-01T12:00:00-00:00,2022-09-01T12:15:00-00:00,2022-09-01,06,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,87.39293,1,1
2022-09-01T13:00:00-00:00,2022-09-01T13:15:00-00:00,2022-09-01,07,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,88.7052,1,1
2022-09-01T14:00:00-00:00,2022-09-01T14:15:00-00:00,2022-09-01,08,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,115.82334,1,1
2022-09-01T15:00:00-00:00,2022-09-01T15:15:00-00:00,2022-09-01,09,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,97.4112,1,1
2022-09-01T16:00:00-00:00,2022-09-01T16:15:00-00:00,2022-09-01,10,SLMNCRK_6_N001,SLMNCRK_6_N001,SLMNCRK_6_N001,RTPD,LMP,LMP_PRC,SLMNCRK_6_N001,ALL,1,83.43525,1,1
