INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2022-09-01T07:00:00-00:00,2022-09-01T07:15:00-00:00,2022-09-01,01,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,218.92274,1,1
2022-09-01T08:00:00-00:00,2022-09-01T08:15:00-00:00,2022-09-01,02,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,118.54245,1,1
2022-09-01T09:00:00-00:00,2022-09-01T09:15:00-00:00,2022-09-01,03,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,122.66067,1,1
2022-09-01T10:00:00-00:00,2022-09-01T10:15:00-00:00,2022-09-01,04,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,120.50823,1,1
2022-09-01T11:00:00-00:00,2022-09-01T11:15:00-00:00,2022-09-01,05,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,120.43604,1,1
2022-09-01T12:00:00-00:00,2022-09-01T12:15:00-00:00,2022-09-01,06,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,122.91803,1,1
2022-09-01T13:00:00-00:00,2022-09-01T13:15:00-00:00,2022-09-01,07,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,114.49169,1,1
2022-09-01T14:00:00-00:00,2022-09-01T14:15:00-00:00,2022-09-01,08,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,203.24294,1,1
2022-09-01T15:00:00-00:00,2022-09-01T15:15:00-00:00,2022-09-01,09,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,305.77197,1,1
2022-09-01T16:00:00-00:00,2022-09-01T16:15:00-00:00,2022-09-01,10,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,236.55797,1,1
2022-09-01T17:00:00-00:00,2022-09-01T17:15:00-00:00,2022-09-01,11,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,244.71136,1,1
2022-09-01T18:00:00-00:00,2022-09-01T18:15:00-00:00,2022-09-01,12,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,260.87888,1,1
2022-09-01T19:00:00-00:00,2022-09-01T19:15:00-00:00,2022-09-01,13,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,379.7396,1,1
2022-09-01T20:00:00-00:00,2022-09-01T20:15:00-00:00,2022-09-01,14,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,181.27116,1,1
2022-09-01T21:00:00-00:00,2022-09-01T21:15:00-00:00,2022-09-01,15,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,1209.4744,1,1
2022-09-01T22:00:00-00:00,2022-09-01T22:15:00-00:00,2022-09-01,16,CREELMAN_6_N001,CREELMAN_6_N001,CREELMAN_6_N001,RTPD,LMP,LMP_PRC,CREELMAN_6_N001,ALL,1,983.65045,1,1
